city_id;name
176;Женераль-Рока
177;Санта-Роза
178;Ла-Риойя
179;Мендоза
180;Сан-Рафаель
181;Посадас
182;Ньюкуэн
183;Салта
184;Сан-Луис
185;Сан-Хуан
186;Рио-Галльегос
187;Росарио
188;Санта-Фе
189;Сантьяго-дел-Эстеро
190;Тукуман
191;Формоза
192;Пресиденсиа-Рокуэ-Сенз
193;Ресистенсиа
194;Комодоро-Ривадавия
195;Конкордиа
196;Консепсион-дель-Уругвай
197;Парана
198;Ереван
199;Антополь
200;Барановичи
201;Белоозерск
202;Береза
203;Береза Картуска
204;Брест
205;Высокое
206;Ганцевичи
207;Городище
208;Давид-Городок
209;Домачево
210;Дрогичин
211;Жабинка
212;Ивацевичи
213;Каменец
214;Кобрин
215;Лунинец
216;Ляховичи
217;Малорита
218;Минск
219;Пружаны
220;Столин
221;Барань
222;Бегомль
223;Бешенковичи
224;Богушевск
225;Браслав
226;Верхнедвинск
227;Ветрино
228;Видзы
229;Витебск
230;Воропаево
231;Глубокое
232;Городок
233;Дисна
234;Докшицы
235;Друя
236;Дубровно
237;Езерище
238;Лепель
239;Лиозно
240;Миоры
241;Новополоцк
242;Орша
243;Полоцк
244;Поставы
245;Россоны
246;Сенно
247;Толочин
248;Ушачи
249;Чашники
250;Шарковщина
251;Шумилино
252;Белицк
253;Большевик
254;Брагин
255;Буда-Кошелево
256;Василевичи
257;Васильевка
258;Ветка
259;Гомель
260;Добруш
261;Ельск
262;Житковичи
263;Жлобин
264;Калинковичи
265;Корма
266;Лельчицы
267;Лоев
268;Мозырь
269;Наровля
270;Октябрьский
271;Петриков
272;Речица
273;Рогачев
274;Светлогорск
275;Хойники
276;Чечерск
277;Большая Берестовица
278;Волковыск
279;Вороново
280;Гродно
281;Желудок
282;Зельва
283;Ивье
284;Козловщина
285;Кореличи
286;Лида
287;Мосты
288;Новогрудок
289;Островец
290;Ошмяны
291;Свислочь
292;Слоним
293;Сморгонь
294;Щучин
295;Березино
296;Бобр
297;Борисов
298;Вилейка
299;Воложин
300;Городея
301;Дзержинск
302;Жодино
303;Заславль
304;Зеленый Бор
305;Ивенец
306;Клецк
307;Копыль
308;Крупки
309;Логойск
310;Марьина Горка
311;Пинск
312;Молодечно
313;Мядель
314;Несвиж
315;Слуцк
316;Смолевичи
317;Солигорск
318;Старые Дороги
319;Столбцы
320;Узда
321;Червень
322;Белыничи
323;Бобруйск
324;Быхов
325;Глуск
326;Глуша
327;Горки
328;Гродзянка
329;Елизово
330;Кировск
331;Климовичи
332;Кличев
333;Костюковичи
334;Краснополье
335;Кричев
336;Круглое
337;Могилев
338;Мстиславль
339;Осиповичи
340;Славгород
341;Хотимск
342;Чаусы
343;Чериков
344;Шклов
345;Белиз-Сити
346;Антверпен
347;Мешлен
348;Брюссель
349;Алост
350;Сант-Никлас
351;Бруже
352;Куртра
353;Роселар
354;Генк
355;Льеж
356;Сераинг
357;Ла-Лювьер
358;Шарлеруа
359;Гамильтон
360;Бургас
361;Варна
362;Велико Тарново
363;Горна Джумая
364;Видин
365;Габрово
366;Пазарджик
367;Перник
368;Плевен
369;Асеновград
370;Пловдив
371;Рус
372;Силистра
373;Сливен
374;София
375;Казанлак
376;Стара Загора
377;Димитровград
378;Кхасково
379;Шумен
380;Ямбол
381;Рио-Бранко
382;Арапирака
383;Макейо
384;Манаус
385;Макапа
386;Алагойнас
387;Байя
388;Виториа-да-Конкиста
389;Витория
390;Жекуи
391;Жуазейро
392;Илхеус
393;Итабуна
394;Итапетинга
395;Сальвадор
396;Санта-Мария
397;Фейра-де-Сантана
398;Анаполис
399;Гояния
400;Бакабаль
401;Кахиас
402;Сан-Луис
403;Куйяба
404;Кампо-Гранде
405;Корумба
406;Трес-Лагоас
407;Арха
408;Барбасена
409;Белу-Оризонти
410;Варгина
411;Говернадор-Валадарес
412;Дивинополис
413;Жуис-де-Фора
414;Итажуба
415;Каратинга
416;Катагуасес
417;Монтес-Кларос
418;Пассос
419;Покос-де-Кальдас
420;Сан-Жоау-дель-Рей
421;Теофилу-Отони
422;Убераба
423;Уберландиа
424;Белен
425;Сантарем
426;Жоао-Пессоа
427;Кажазейрас
428;Кампина-Гранде
429;Куритиба
430;Лондрина
431;Паранагуа
432;ПонтахГросса
433;Гаранхунс
434;Каруару
435;Олинда
436;Петролина
437;Ресифе
438;Парнаиба
439;Тересина
440;Вольта-Редонда
441;Кампос
442;Масау
443;Нитерои
444;Параиба-ду-Сул
445;Петрополис
446;Рио-де-Жанейро
447;Кайку
448;Моссору
449;Наталь
450;Алегрете
451;Баге
452;Кахиас-до-Сул
453;Качоэйра-до-Сул
454;Круз-Альта
455;Пассо-Фундо
456;Пелотас
457;Порту-Алегри
458;Рио-Гранде
459;Сан-Леопольдо
460;Сантана-до-Ливраменто
461;Санто-Ангело
462;Уругвайяна
463;Порту-Велью
464;Аракатуба
465;Арараквира
466;Барретос
467;Бауру
468;Бебедоуро
469;Ботукату
470;Жау
471;Жундиаи
472;Кампинас
473;Катандува
474;Лимейра
475;Линс
476;Марилия
477;Пиракикаба
478;Пресиденте-Пруденте
479;Рибейрао-Прето
480;Сан-Бернардо-ду-Кампу
481;Сан-Жоау-да-Боа-Виста
482;Сан-Паулу
483;Сан-Хосе-до-Рио-Прето
484;Сантос
485;Сорокаба
486;Таубати
487;Франка
488;Арагуари
489;Блуменау
490;Жоинвиле
491;Итажаи
492;Лахес
493;Тубарао
494;Флорианополис
495;Жуазейру-ду-Норте
496;Игуату
497;Крато
498;Собраль
499;Форталеза
500;Аракажу
501;Бразилия
502;Качоэйру-де-Итапемирим
503;Колатина
504;Абингдон
505;Айлесбюри
506;Аккрингтон
507;Алдершот
508;Алтринчам
509;Андовер
510;Аштон-андер-Лин
511;Аштон-ин-Макерфилд
512;Байдфорд
513;Банбери
514;Банстед
515;Барнли
516;Барнсли
517;Барнстапл
518;Барроу-ин-Фарнесс
519;Бартон-он-Трент
520;Бас
521;Басингсток
522;Батли
523;Беверли
524;Бедворт
525;Бедфорд
526;Бексли
527;Бервик-он-Твид
528;Биркенхед
529;Бирмингем
530;Бистон
531;Бишоп-Окленд
532;Блэкберн
533;Блэкпул
534;Болтон
535;Боримут
536;Бостон
537;Брадфорд
538;Брайтон
539;Брентвуд
540;Бриджуотер
541;Бридлингтон
542;Бристоль
543;Бромсгров
544;Бури
545;Бури-Сант-Эдмондс
546;Бутл
547;Валласи
548;Валлсенд
549;Валсалл
550;Валтон
551;Варвик
552;Варрингтон
553;Ватерлоо
554;Ватфорд
555;Вейкфилд
556;Велвин-Гарден-Сити
557;Вест-Бромвич
558;Вестон-супер-Мар
559;Виган
560;Виднес
561;Вимоут
562;Виндзор
563;Винчестер
564;Висбеч
565;Вокинг
566;Вокингем
567;Ворчестер
568;Вулвергемптон
569;Гейтшид
570;Глоссоп
571;Глочестер
572;Годалминг
573;Голборн
574;Госпорт
575;Госфорт
576;Грантхем
577;Гримсби
578;Грисби
579;Грэйт-Ярмут
580;Гуилдфорд
581;Дадли
582;Дарлингтон
583;Дартфорд
584;Дерби
585;Джерроу
586;Донкастер
587;Дувр
588;Дурхем
589;Дьюсбури
590;Ексетер
591;Ипсвич
592;Ист-Гринстед
593;Истлейг
594;Йорк
595;Каннок
596;Карлисл
597;Карлтон
598;Кастлфорд
599;Кейгли
600;Кембридж
601;Кендал
602;Кенилворт
603;Кентербери
604;Кеттеринг
605;Киддерминстер
606;Кингс-Линн
607;Киркби
608;Клактон-Он-Си
609;Ковентри
610;Колчестер
611;Корби
612;Кристчерч
613;Кросби
614;Кроули
615;Крю
616;Ланкастер
617;Лаустофт
618;Лейг
619;Ливерпуль
620;Лидс
621;Линкольн
622;Литам-Сант-Аннес
623;Литерхед
624;Литлгемптон
625;Личфилд
626;Лондон
627;Лугборо
628;Лутон
629;Майденхед
630;Майдстоун
631;Макклесфилд
632;Мансфилд
633;Манчестер
634;Маргейт
635;Миддлсбро
636;Миддлтаун
637;Морли
638;Наилси
639;Норвич
640;Нортвич
641;Нортгемптон
642;Нортфлит
643;Ноттингем
644;Нунитон
645;Ньюарк
646;Ньюкасл-он-Тайн
647;Ньюкастле-андер-Лим
648;Ньюпорт
649;Минск
650;Олдхам
651;Ормскирк
652;Оссетт
653;Падси
654;Пайнтон
655;Пензанк
656;Петерборо
657;Петерли
658;Плимут
659;Портсмут
660;Прескот
661;Престон
662;Пул
663;Рагби
664;Радклифф
665;Райд
666;Рамсгейт
667;Ранкорн
668;Реддитч
669;Редкар
670;Рейгейт
671;Рейли
672;Ридинг
673;Роиал-Тунбридж-Уэллс
674;Ротерхам
675;Рочестер
676;Рошдейл
677;Салфорд
678;Сандерленд
679;Сант-Албанс
680;Сант-Аустель
681;Сант-Хеленс
682;Саттон-ин-Ашфилд
683;Саут-Шилдс
684;Саутгэмптон
685;Саутенд-он-Си
686;Саутпорт
687;Сванли
688;Свиндон
689;Свинтон
690;Севеноакс
691;Сейл
692;Сейлсбури
693;Ситтингборн
694;Сихам
695;Сканторп
696;Скарборо
697;Слоуг
698;Солихалл
699;Стайнс
700;Стаффорд
701;Стенли
702;Стивенейдж
703;Стокпорт
704;Стоктон
705;Стоктон-он-Тис
706;Стоурбридж
707;Стратфорд-он-Эйвон
708;Стретфорд
709;Строуд
710;Татчхем
711;Таунтон
712;Тонбридж
713;Торкуэй
714;Торнаби-он-Тис
715;Траубридж
716;Уайтхейен
717;Урмстон
718;Фалмаут
719;Фарнборо
720;Фарнворт
721;Фарнхем
722;Фейрхам
723;Феликстов
724;Флитвуд
725;Фолькстон
726;Формби
727;Хавант
728;Хаддерсфилд
729;Хазел-Гров
730;Хай-Викомб
731;Халифакс
732;Харлоу
733;Харпенден
734;Харрогейт
735;Хартлепул
736;Хастингс
737;Хатфилд
738;Хейвардс-Хит
739;Хейлсовен
740;Хемел-Хемпстед
741;Херефорд
742;Хертфорд
743;Хивуд
744;Хид
745;Хиндли
746;Хинкли
747;Хойлайк
748;Хорсхем
749;Хоув
750;Хьютон-вит-Роби
751;Чапелтаун
752;Чатхем
753;Челмсфорд
754;Челтенхам
755;Честер
756;Честерфилд
757;Чешант
758;Чичестер
759;Чорли
760;Шеффилд
761;Шипли
762;Шревсбури
763;Эллесмер-Порт
764;Эпсом
765;Эшер
766;Эшфорд
767;Баллимена
768;Бангор
769;Белфаст
770;Колерайн
771;Лондондерри
772;Ньюри
773;Ньютаунабби
774;Абердар
775;Барри
776;Врексхам
777;Кардифф
778;Керфилли
779;Мертир-Тидвил
780;Порт Талбот
781;Рондда
782;Сванси
783;Абердин
784;Айрдри
785;Арброат
786;Глазго
787;Гринок
788;Данди
789;Данфермлин
790;Думбартон
791;Думфрис
792;Инвернесс
793;Ирвин
794;Ист-Килбрайд
795;Камберналд
796;Килмарнок
797;Кирккалди
798;Коатбридж
799;Мотервелл
800;Паисли
801;Перт
802;Ренфро
803;Стирлинг
804;Фалкирк
805;Хамилтон
806;Эдинбург
807;Сольнок
808;Яшберены
809;Печ
810;Байя
811;Кечкемет
812;Кискунфелегихаза
813;Бекешсаба
814;Мишкольц
815;Озд
816;Будапешт
817;Жомбатели
818;Вешпрем
819;Сопрон
820;Залегержег
821;Нагиканиша
822;Татабаня
823;Салготарян
824;Сеглед
825;Ныйрегихаза
826;Дунауйварош
827;Шекесфехервар
828;Дебрецен
829;Хайдубошормены
830;Гионгиос
831;Эгер
832;Сегед
833;Сентес
834;Ходмезовасархели
835;Кан-То
836;Рач-Гиа
837;Нам-Динх
838;Хайфон
839;Ханой
840;Вунг-Тау
841;Сайгон
842;Дананг
843;Нячанг
844;Пхан-Тхит
845;Туи-Хоа
846;Винь
847;Хуэ
848;Хон-Гаи
849;Плейку
850;Гонаивес
851;Джереми
852;Порт-де-Пакс
853;Порт-о-Пренс
854;Лес-Кайес
855;Джакмель
856;Пойнт-а-Питр
857;Бассе-Терре
858;Берлин
859;Бранденбург
860;Котбус
861;Потсдам
862;Франкфурт-на-Одере
863;Висмар
864;Грейфсвальд
865;Гюстров
866;Нойебранденбург
867;Росток
868;Шверин
869;Штральзунд
870;Баутцен
871;Герлиц
872;Дрезден
873;Лейпциг
874;Мейссен
875;Пирна
876;Плауэн
877;Радебюль
878;Риса
879;Фрейтал
880;Хемниц
881;Хойерсверда
882;Цвикау
883;Циттау
884;Бернбург
885;Вейссенфельс
886;Виттенберг
887;Дессау
888;Зейтз
889;Магдебург
890;Мерсебург
891;Халберштадт
892;Шонебек
893;Альтенбург
894;Веймар
895;Вернигероде
896;Гера
897;Гота
898;Йена
899;Мёлхаусен
900;Нордхаузен
901;Эизенах
902;Эрфурт
903;Амберг
904;Аугсбург
905;Ашхаффенбург
906;Бамберг
907;Бэйреут
908;Вейден
909;Вюрцбург
910;Ерланген
911;Ингольштадт
912;Кемптен
913;Кобург
914;Ландсхут
915;Нюрнберг
916;Пасау
917;Регенсбург
918;Фурт
919;Хоф
920;Швейнфурт
921;Баден-Баден
922;Гоппинген
923;Зинделфинген
924;Карлсруэ
925;Констанц
926;Людвигсбург
927;Мангейм
928;Пфорзхейм
929;Рютлинген
930;Тюбинген
931;Ульм
932;Фрейберг
933;Фридрихсхафен
934;Хейдельберг
935;Хейденхейм-ан-дер-Бренц
936;Хейлбронн
937;Швабиш-Гмунд
938;Штутгарт
939;Эсслинген
940;Бремен
941;Бремерхавен
942;Гамбург
943;Бад-Хомбург-вор-дер-Хох
944;Висбаден
945;Гиссен
946;Дармштадт
947;Кассель
948;Марбург-ан-дер-Лан
949;Оффенбах
950;Руссельшейм
951;Франкфурт-на-Майне
952;Фульда
953;Ханау
954;Вильгельмсхавен
955;Волфенбуттель
956;Вольфсбург
957;Ганновер
958;Гослар
959;Готтинген
960;Дельменхорст
961;Куксхавен
962;Лунебург
963;Нордхорн
964;Олденбург
965;Оснабрюк
966;Селл
967;Хамельн
968;Хильдешейм
969;Эмден
970;Бад-Крейцнах
971;Вормс
972;Кайзерслаутерн
973;Кобленц
974;Людвигшафен
975;Майнц
976;Ньюштадт-ан-дер-Вейнштрассе
977;Пирмасенс
978;Спейер
979;Трир
980;Франкенталь
981;Ньюнкирхен
982;Саарбрюкен
983;Аахен
984;Айзерлон
985;Ален
986;Бад-Зальцуфлен
987;Бергиш-Гладбах
988;Билефельд
989;Бонн
990;Бохольт
991;Бохум
992;Брул
993;Весел
994;Вирсен
995;Виттен
996;Вупперталь
997;Гельзенкирхен
998;Гуммерсбах
999;Гутерсло
1000;Детмольд
1001;Дойсбург
1002;Дурен
1003;Дюссельдорф
1004;Золинген
1005;Кёльн
1006;Крефельд
1007;Леверкузен
1008;Липпштадт
1009;Лунен
1010;Люденсхейд
1011;Малхейм-ан-дер-Рур
1012;Марл
1013;Минден
1014;Монхенгладбах
1015;Мюнстер
1016;Ньюсс
1017;Оберхаузен
1018;Падерборн
1019;Ратинген
1020;Рейн
1021;Ремшейд
1022;Сест
1023;Зиген
1024;Стендаль
1025;Хаген
1026;Харт
1027;Херн
1028;Херфорд
1029;Эскирхен
1030;Эссен
1031;Киль
1032;Любек
1033;Фленсбург
1034;Эльмсхорн
1035;Апельдоорн
1036;Арнхем
1037;Нижмеген
1038;Реден
1039;Эд
1040;Гронинген
1041;Эммен
1042;Венло
1043;Керкрад
1044;Маастрихт
1045;Хеерлен
1046;Альмело
1047;Девентер
1048;Хенгело
1049;Эншед
1050;Алькмаар
1051;Амстельвеен
1052;Амстердам
1053;Велсен
1054;Ден-Хельдер
1055;Хаарлем
1056;Хилверсум
1057;Бреда
1058;Тилбург
1059;Хелмонд
1060;Эйндховен
1061;Амерсфоорт
1062;Зейст
1063;Утрехт
1064;Лееварден
1065;Влаардинген
1066;Гуда
1067;Дельфт
1068;Дордрехт
1069;Заандам
1070;Зволь
1071;Лейден
1072;Роттердам
1073;Хаге
1074;Шевенинген
1075;Шидам
1076;Патры
1077;Афины
1078;Пирей
1079;Драма
1080;Александруполис
1081;Хания
1082;Иоаннина
1083;Ираклион
1084;Кавалла
1085;Волос
1086;Фессалоники
1087;Авадхара
1088;Гагра
1089;Гали
1090;Гудаута
1091;Гульрипш
1092;Новый Афон
1093;Очамчиров
1094;Пицунда
1095;Сухуми
1096;Ткварчели
1097;Батуми
1098;Кобулети
1099;Хуло
1100;Абастумани
1101;Абаша
1102;Агара
1103;Адигени
1104;Амбролаури
1105;Аспиндза
1106;Ахалкалаки
1107;Ахалцихе
1108;Ахмета
1109;Бакуриани
1110;Богдановка
1111;Болниси
1112;Боржоми
1113;Вани
1114;Гардабани
1115;Гегечкори
1116;Гори
1117;Гурджаани
1118;Джвари
1119;Дманиси
1120;Душети
1121;Зестафони
1122;Зугдиди
1123;Казбеги
1124;Карели
1125;Каспи
1126;Кваиси
1127;Кварели
1128;Коджори
1129;Кутаиси
1130;Лагодехи
1131;Ланчхути
1132;Ленингори
1133;Лентехи
1134;Марнеули
1135;Махарадзе
1136;Маяковский
1137;Местиа
1138;Они
1139;Орджоникидзе
1140;Пасанаури
1141;Поти
1142;Рустави
1143;Сагареджо
1144;Самтредиа
1145;Сачхере
1146;Сигнахи
1147;Тбилиси
1148;Телави
1149;Тержола
1150;Тетри-Цкаро
1151;Тианети
1152;Ткибули
1153;Хашури
1154;Хоби
1155;Цагери
1156;Цаленджиха
1157;Цалка
1158;Цители-Цкаро
1159;Цнори
1160;Цулукидзе
1161;Цхакая
1162;Цхалтубо
1163;Чиатура
1164;Чохатаури
1165;Чхороцку
1166;Джава
1167;Цхинвали
1168;Колдинг
1169;Альборг
1170;Орхус
1171;Рандерс
1172;Роскилде
1173;Эсбйерг
1174;Оденс
1175;Каир
1176;Асуан
1177;Асыут
1178;Бени Суэф
1179;Танта
1180;Думият
1181;Арад
1182;Ашдод
1183;Ашкелон
1184;Бээр-Шева
1185;Димона
1186;Кирьят-Гат
1187;Кирьят-Малахи
1188;Эйлат
1189;Бнэй-Брак
1190;Гэдера
1191;Лод
1192;Натания
1193;Нэс-Циона
1194;Пэтах-Тиква
1195;Раанана
1196;Рамла
1197;Ришон-ЛеЦион
1198;Рош-ха-Аин
1199;Рэховот
1200;Явне
1201;Акко
1202;Акко (порт)
1203;Афула
1204;Кармиэль
1205;Кирьят-Тивон
1206;Кирьят-Шмона
1207;Нагария
1208;Нацэрэт
1209;Сахнин
1210;Тверия
1211;Цфат
1212;Хайфа
1213;Далият-Эль-Кармэль
1214;Зихрон-Яаков
1215;Кирьят-Бялик
1216;Кирьят-Моцкин
1217;Кирьят-Ям
1218;Нэшэр
1219;Ор-Акива
1220;Пардэс-Ханна
1221;Тират-Кармэль
1222;Хэдэра
1223;Бат-Ям
1224;Герцелия
1225;Гиватаим
1226;Кирьят-Оно
1227;Рамат-Ган
1228;Рамат-Хашарон
1229;Тель-Авив
1230;Холон
1231;Иерусалим
1232;Асансол
1233;Байдьябати
1234;Балли
1235;Банкура
1236;Барасат
1237;Бхатпара
1238;Даржилинг
1239;Дум-Дум
1240;Дургапур
1241;Камархати
1242;Кришнанагар
1243;Кхарагпур
1244;Наихати
1245;Панихати
1246;Титагарх
1247;Биласпур
1248;Бхилаи
1249;Дург
1250;Раипур
1251;Багалкот
1252;Белгаум
1253;Беллари
1254;Бияпур
1255;Гадаг
1256;Давангер
1257;Колар Голд Филдс
1258;Мангалор
1259;Раичур
1260;Сагар
1261;Тумкур
1262;Хоспет
1263;Хубли
1264;Шимога
1265;Дехра Дун
1266;Сринагар
1267;Адони
1268;Анакапал
1269;Анантапур
1270;Визианагарам
1271;Вияиавада
1272;Гунтакал
1273;Гунтур
1274;Какинада
1275;Куддапах
1276;Мачилипатнам
1277;Нандиал
1278;Низамабад
1279;Проддатур
1280;Тенали
1281;Чирала
1282;Читтур
1283;Элуру
1284;Дибругарх
1285;Силчар
1286;Беттиах
1287;Бихар
1288;Бхагалпур
1289;Гэйа
1290;Дарбханга
1291;Катихар
1292;Музаффарпур
1293;Патна
1294;Ахмадабад
1295;Бхуй
1296;Веравал
1297;Годхра
1298;Гондал
1299;Дхорайи
1300;Йодхпур
1301;Морви
1302;Навсари
1303;Надиад
1304;Патан
1305;Порбандар
1306;Райкот
1307;Сурат
1308;Сурендранагар
1309;Юнагадх
1310;Ямнагар
1311;Дханбад
1312;Ранчи
1313;Сринагар
1314;Ямму
1315;Ямшедпур
1316;Кожикод
1317;Коттэйам
1318;Барейлли
1319;Бурханпур
1320;Бхопал
1321;Гвалиор
1322;Дамох
1323;Индаур
1324;Кхандва
1325;Мау
1326;Мурвара
1327;Ратлам
1328;Рева
1329;Уйяин
1330;Имфал
1331;Акола
1332;Амальнер
1333;Ахалпур
1334;Ахмаднагар
1335;Барси
1336;Бхиванди
1337;Бхусавал
1338;Вардха
1339;Дхулиа
1340;Калиан
1341;Колхапур
1342;Кхамгаон
1343;Латур
1344;Малегаон
1345;Нагпур
1346;Нандурбар
1347;Пандхарпур
1348;Сангли
1349;Сатара
1350;Тана
1351;Улхаснагар
1352;Шолапур
1353;Шиллонг
1354;Пури
1355;Рауркела
1356;Амритсар
1357;Батала
1358;Лудхиана
1359;Патиала
1360;Пондичерри
1361;Аймер
1362;Альвар
1363;Бивар
1364;Биканер
1365;Бхаратпур
1366;Бхилвара
1367;Ганганагар
1368;Кота
1369;Сикар
1370;Тонк
1371;Удаипур
1372;Фатехгарх
1373;Чуру
1374;Аруппокоттаи
1375;Бодинэйакканур
1376;Ванииамбади
1377;Виллупурам
1378;Диндигул
1379;Ерод
1380;Карур
1381;Кумбаконам
1382;Мадурай
1383;Нагеркоил
1384;Пудуккоттаи
1385;Раяпалаииам
1386;Тируваннамалаи
1387;Тирунелвели
1388;Тируччираппалли
1389;Чидамбарам
1390;Агартала
1391;Агра
1392;Алигар
1393;Аллахабад
1394;Бахраич
1395;Будаун
1396;Варанаси
1397;Гонда
1398;Горакхпур
1399;Гхазиабад
1400;Етавах
1401;Йханси
1402;Канпур
1403;Матура
1404;Мирзапур
1405;Морадабад
1406;Музаффарнагар
1407;Пилибхит
1408;Рампур
1409;Самбхал
1410;Ситапур
1411;Фаизабад
1412;Фирозабад
1413;Хатрас
1414;Шахяханпур
1415;Амбала
1416;Бхивани
1417;Карнал
1418;Панипат
1419;Чандигарх
1420;Марагех
1421;Тебриз
1422;Кашан
1423;Хамадан
1424;Санандай
1425;Арак
1426;Захедан
1427;Иезд
1428;Керман
1429;Керманшах
1430;Бабол
1431;Сари
1432;Тегеран
1433;Абадан
1434;Шираз
1435;Бендер-Аббас
1436;Ахваз
1437;Хоррамшахр
1438;Корк
1439;Дан-Логер
1440;Дублин
1441;Лимерик
1442;Луимнич
1443;Уотерфорд
1444;Сантандер
1445;Сеута
1446;Гранада
1447;Логроно
1448;Саламанка
1449;Витория
1450;Аликанте
1451;Алкантара
1452;Алкой
1453;Альбасете
1454;Алмерия
1455;Гийон
1456;Овьедо
1457;Баладона
1458;Барселона
1459;Манреса
1460;Сабадель
1461;Тарраса
1462;Хоспиталет
1463;Бильбао
1464;Бургос
1465;Валенсия
1466;Валладолид
1467;Алжекирас
1468;Кадис
1469;Кацерес
1470;Ла-Линея
1471;Херес-де-ла-Фронтера
1472;Кордова
1473;Лас-Пальмас-де-Гран-Канар
1474;Леон
1475;Лерида
1476;Луго
1477;Мадрид
1478;Малага
1479;Мурсия
1480;Палма-де-Мальорка
1481;Виго
1482;Паленсия
1483;Замора
1484;Санта-Круз-де-Тенерифе
1485;Сарагоса
1486;Севилья
1487;Пуэртоллано
1488;Линарес
1489;Пескара
1490;Альтамура
1491;Андрия
1492;Бари
1493;Бискегли
1494;Бриндизи
1495;Корато
1496;Лечче
1497;Мольфетта
1498;Сан-Северо
1499;Таранто
1500;Трани
1501;Фоджия
1502;Верона
1503;Виченца
1504;Тревисо
1505;Катанцаро
1506;Косенца
1507;Реджио-ди-Калабриа
1508;Аверса
1509;Беневенто
1510;Кастелламмаре-ди-Стабия
1511;Ночера-Инфериоре
1512;Поццуоли
1513;Салерно
1514;Торре-Аннунциата
1515;Торре-дель-Греко
1516;Рим
1517;Генуя
1518;Ла-Специя
1519;Савона
1520;Сан-Ремо
1521;Бергамо
1522;Брескиа
1523;Бусто-Арсизио
1524;Варезе
1525;Комо
1526;Кремона
1527;Леччо
1528;Мантуя
1529;Милан
1530;Монца
1531;Павия
1532;Анкона
1533;Песаро
1534;Каглиари
1535;Сассари
1536;Алькамо
1537;Витториа
1538;Гела
1539;Калтагирон
1540;Калтаниссетта
1541;Катания
1542;Ликата
1543;Мессина
1544;Палермо
1545;Патерно
1546;Рагуса
1547;Сиракузы
1548;Трапани
1549;Асти
1550;Биелла
1551;Верцелли
1552;Новара
1553;Турин
1554;Ареццо
1555;Виареджио
1556;Гроссето
1557;Каррара
1558;Лючча
1559;Масса
1560;Пиза
1561;Пистойя
1562;Прато
1563;Сьена
1564;Флоренция
1565;Больцано
1566;Тренто
1567;Перуджиа
1568;Терни
